system   D            wsystem.c:583  maybe_parent_dir                 [   0.00090] Also searching C:\Users\Maroofshahani\Desktop\AllegroProj\
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.01371] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.01375] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.01380] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.01385] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.01391] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.01396] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.01401] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   6.01405] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   6.01410] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   6.01415] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   6.01420] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   6.01562] added dtor for object 074EF970, func 0FE825BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.01589] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.01595] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.02868] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.02875] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.02880] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.02884] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.02889] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.02894] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.02898] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.02903] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.02908] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   6.02916] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   6.02922] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   6.02928] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   6.02933] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   6.03078] added dtor for object 074EFAC8, func 0FE825BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.03105] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.03111] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.04295] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.04302] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.04307] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.04312] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.04317] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.04321] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.04326] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.04331] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.04335] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   6.04340] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   6.04345] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   6.04350] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   6.04355] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   6.04495] added dtor for object 074EFBD8, func 0FE825BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.04521] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.04527] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   W          bitmap_io.c:222  al_load_bitmap                   [   6.05689] Failed loading 7.bmp with .bmp handler.
bitmap   W          bitmap_io.c:222  al_load_bitmap                   [   6.05714] Failed loading 8.bmp with .bmp handler.
bitmap   W          bitmap_io.c:222  al_load_bitmap                   [   6.05737] Failed loading 9.bmp with .bmp handler.
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.05861] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.05868] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.06231] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.06241] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.06392] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.06398] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.06464] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.06471] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.06546] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.06554] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.06637] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.06644] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.06737] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.06744] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.06842] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.06858] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.07152] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.07161] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   6.47387] Font XLines.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   6.47395]     ascent=24.0, descent=-5.0, height=28.0
dtor     D               dtor.c:184  _al_register_destructor          [   6.47426] added dtor for object 0756A2F0, func 0FE81B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   6.49382] Font XLines.ttf loaded with pixel size 0 x 36.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   6.49399]     ascent=36.0, descent=-7.0, height=42.0
dtor     D               dtor.c:184  _al_register_destructor          [   6.49428] added dtor for object 0756C5D8, func 0FE81B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   6.51426] Font XLines.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   6.51435]     ascent=18.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   6.51463] added dtor for object 0756E8C0, func 0FE81B63
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.52071] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.52078] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.52083] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.52088] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.52093] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.52098] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.52103] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.52107] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.52112] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   6.52117] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   6.52122] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   6.52127] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   6.52132] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   6.52433] Glyph 23: 29x38 (32x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.52465] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.52471] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.53006] Glyph 5: 29x37 (32x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.53050] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.53058] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.53288] Glyph 12: 25x38 (28x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.53318] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.53324] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.53601] Glyph 3: 27x37 (28x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.53669] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.53676] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.53999] Glyph 15: 28x37 (28x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.54078] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.54084] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.54324] Glyph 13: 29x37 (32x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.54355] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.54361] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.54575] Glyph 46: 3x3 (4x4)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.54604] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.54610] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.54804] Glyph 20: 29x37 (32x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.54843] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.54850] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.55114] Glyph 8: 29x37 (32x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.55149] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.55155] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.55386] Glyph 21: 28x37 (28x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.55422] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.55429] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.55663] Glyph 14: 29x38 (32x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.55701] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.55707] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.55935] Glyph 7: 28x37 (28x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.55965] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.55971] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.56191] Glyph 18: 29x37 (32x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.56220] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.56226] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.56423] Glyph 25: 28x37 (28x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.56458] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.56464] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.56714] Glyph 1: 35x37 (36x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.56743] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.56749] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.56979] Glyph 44: 11x11 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.57011] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.57018] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.57204] Glyph 6: 24x37 (24x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.57238] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.57244] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.57464] Glyph 4: 29x37 (32x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.57497] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.57504] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.57720] Glyph 83: 18x13 (20x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.57750] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.57756] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.57955] Glyph 9: 14x37 (16x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.57988] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.57994] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.58199] Glyph 16: 25x37 (28x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.58228] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.58234] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.58439] Glyph 19: 28x39 (28x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.58468] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.58474] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.58677] Glyph 38: 14x37 (16x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.58710] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.58717] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.59251] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.59257] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.59262] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.59267] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.59272] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.59279] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.59285] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.59289] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.59294] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   6.59300] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   6.59306] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   6.59311] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   6.59316] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   6.59617] Glyph 16: 14x21 (16x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.59649] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.59655] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.60174] Glyph 64: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.60218] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.60224] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.60457] Glyph 51: 11x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.60491] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.60497] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.60704] Glyph 65: 11x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.60735] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.60741] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.60941] Glyph 46: 3x3 (4x4)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.60981] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.60987] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.61165] Glyph 5: 16x21 (16x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.61196] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.61203] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.61404] Glyph 49: 10x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.61435] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.61441] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.61609] Glyph 66: 11x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.61644] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.61650] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.61870] Glyph 61: 10x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.61901] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.61907] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.62105] Glyph 70: 11x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.62136] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.62142] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.62306] Glyph 55: 8x18 (8x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.62339] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.62345] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.62544] Glyph 52: 11x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.62576] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.62582] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.62787] Glyph 59: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.62817] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.62823] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.63006] Glyph 54: 11x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.63040] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.63046] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.63247] Glyph 19: 15x22 (16x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.63279] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.63285] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.63487] Glyph 60: 11x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.63517] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.63523] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.63710] Glyph 38: 9x21 (12x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.63743] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.63749] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.63957] Glyph 54: 19x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.63967] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.63972] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.64215] Glyph 47: 19x23 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.64274] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.64281] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.64483] Glyph 66: 19x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.64517] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.64523] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.64724] Glyph 82: 14x12 (16x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.64758] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.64766] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.64968] Glyph 65: 19x25 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.64997] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.65003] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.65263] Glyph 69: 20x25 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.65301] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.65307] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.65530] Glyph 64: 19x23 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.65559] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.65565] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.65773] Glyph 61: 18x23 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.65802] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.65808] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.66005] Glyph 60: 19x24 (20x24)
